"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 10 15:23:02 GMT 2022","Wed Aug 10 15:23:05 GMT 2022","3257","","example1.spec.js","","","","@Smoke",""
"passed","Wed Aug 10 15:23:05 GMT 2022","Wed Aug 10 15:23:07 GMT 2022","1890","","example2.spec.js","","","","@Smoke",""
