"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 10 16:27:13 GMT 2022","Wed Aug 10 16:27:17 GMT 2022","3725","","example1.spec.js","","","","@Smoke",""
"passed","Wed Aug 10 16:27:17 GMT 2022","Wed Aug 10 16:27:19 GMT 2022","2011","","example2.spec.js","","","","@Smoke",""
